gmtTime,srcAddrOrg,car_id,lng,lat,isArriveOrLeft,stationSeqNum
2017-05-08T06:30:07+0800,720040,50079570,120.090167,30.171123,2,30
2017-05-08T06:30:09+0800,720040,50079567,120.10447,30.1803,2,32
2017-05-08T06:30:11+0800,720040,50079581,120.130446,30.209556,2,37
2017-05-08T06:30:13+0800,720040,50079581,120.130373,30.209698,1,38
2017-05-08T06:30:17+0800,720040,50079569,120.157823,30.252471,1,2
2017-05-08T06:30:17+0800,720040,50079556,120.141918,30.231531,1,42
2017-05-08T06:30:24+0800,720040,50079585,120.098995,30.177665,2,17
2017-05-08T06:30:35+0800,720040,50079567,120.106148,30.181335,1,33
2017-05-08T06:30:36+0800,720040,50079550,120.140447,30.231193,2,23
2017-05-08T06:30:39+0800,720040,50079569,120.156845,30.251916,2,2
2017-05-08T06:30:42+0800,720040,50079556,120.143471,30.231834,2,42
2017-05-08T06:30:56+0800,720040,50079567,120.106613,30.181572,2,33
2017-05-08T06:30:59+0800,720040,50079550,120.142601,30.231597,1,24
2017-05-08T06:30:59+0800,720040,50079550,120.142601,30.231597,1,24
2017-05-08T06:30:59+0800,720040,50079550,120.142601,30.231597,1,24
2017-05-08T06:31:09+0800,720040,50079570,120.091474,30.172251,1,31
2017-05-08T06:31:10+0800,720040,50079546,120.13189,30.207181,2,11
2017-05-08T06:31:13+0800,720040,50079550,120.143479,30.231769,2,24
2017-05-08T06:31:13+0800,720040,50079562,120.132541,30.203537,1,37
2017-05-08T06:31:20+0800,720040,50079556,120.146543,30.232105,1,43
2017-05-08T06:31:36+0800,720040,50079580,120.138183,30.23019,2,7
2017-05-08T06:31:36+0800,720040,50079546,120.133273,30.205292,1,12
2017-05-08T06:31:37+0800,720040,50079562,120.133399,30.205116,2,37
2017-05-08T06:31:39+0800,720040,50079556,120.147797,30.231942,2,43
2017-05-08T06:31:43+0800,720040,50079581,120.131095,30.215219,2,38
2017-05-08T06:31:56+0800,720040,50079550,120.146875,30.231909,1,25
2017-05-08T06:32:02+0800,720040,50079580,120.136334,30.229478,1,8
2017-05-08T06:32:05+0800,720040,50079581,120.131114,30.215486,1,39
2017-05-08T06:32:06+0800,720040,50079574,120.067767,30.15959,2,25
2017-05-08T06:32:08+0800,720040,50079574,120.067855,30.159609,1,26
2017-05-08T06:32:12+0800,720040,50079550,120.1478,30.23192,2,25
2017-05-08T06:32:31+0800,720040,50079569,120.154595,30.245275,1,3
2017-05-08T06:32:36+0800,720040,50079585,120.092383,30.173763,1,18
2017-05-08T06:32:38+0800,720040,50079570,120.096456,30.176211,1,32
2017-05-08T06:32:40+0800,720040,50079569,120.154418,30.245045,2,3
2017-05-08T06:32:48+0800,720040,50079562,120.130348,30.210089,1,38
2017-05-08T06:32:50+0800,720040,50079585,120.092009,30.173313,2,18
2017-05-08T06:32:54+0800,720040,50079567,120.114426,30.189036,1,34
2017-05-08T06:32:56+0800,720040,50079546,120.130056,30.199912,1,13
2017-05-08T06:33:18+0800,720040,50079567,120.115592,30.189612,2,34
2017-05-08T06:33:18+0800,720040,50079574,120.071497,30.160557,1,27
2017-05-08T06:33:29+0800,720040,50079556,120.151368,30.235614,1,44
2017-05-08T06:33:29+0800,720040,50079562,120.130354,30.211729,2,38
2017-05-08T06:33:32+0800,720040,50079580,120.134159,30.228169,2,8
2017-05-08T06:33:35+0800,720040,50079581,120.130929,30.218485,2,39
2017-05-08T06:33:50+0800,720040,50079556,120.151742,30.236668,2,44
2017-05-08T06:33:50+0800,720040,50079580,120.133843,30.226899,1,9
2017-05-08T06:33:55+0800,720040,50079569,120.153428,30.241796,1,4
2017-05-08T06:34:08+0800,720040,50079570,120.101865,30.17852,2,32
2017-05-08T06:34:12+0800,720040,50079569,120.153382,30.241007,2,4
2017-05-08T06:34:22+0800,720040,50079546,120.123416,30.195497,1,14
2017-05-08T06:34:31+0800,720040,50079567,120.121965,30.193728,1,35
2017-05-08T06:34:31+0800,720040,50079585,120.087278,30.170253,1,19
2017-05-08T06:34:33+0800,720040,50079546,120.122701,30.194841,2,14
2017-05-08T06:34:37+0800,720040,50079562,120.131109,30.215753,1,39
2017-05-08T06:34:46+0800,720040,50079585,120.086521,30.169997,2,19
2017-05-08T06:34:48+0800,720040,50079574,120.07702,30.163339,2,27
2017-05-08T06:34:59+0800,720040,50079574,120.077603,30.164301,1,28
2017-05-08T06:35:02+0800,720040,50079581,120.13299,30.224249,1,40
2017-05-08T06:35:04+0800,720040,50079570,120.105498,30.180912,1,33
